Gender,Age,Education,Occupation,State,Relationship_Status,Obligation_Rating,Obligation_Category,NEP,Vacation_Behaviour,Rest_and_relax,Luxury_be spoilt,Do_sports,excitement_a_challenge,Not_exceed_planned_budget,Realise_creativity,Fun_and_entertainment,Good_company,Health_and_beauty,Free_and_easy_going,Entertainment_facilities,Not_care_about_prices,Life_style_of_the_local_people,Intense_Experience_of_Nature,Cosiness_or_Familiar_Atmosphere,Maintain_Unspoilt_Surroundings,Everything_Organised,Unspoilt_Nature_or_Natural_Landscape,Cultural_Offers,Change_of_Surroundings,Income_Doller_k,Expenditure_Doller_k
Male,46,2,small business owner,QLD,married,4.533,Q4,2.867,2.700,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,22,7,professional,VIC,single,1.633,Q1,3.133,1.933,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,,
Female,41,2,sales,SA,separated or divorced,4.100,Q3,3.867,2.833,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,36,3,home-duties,SA,married,3.200,Q1,4.067,4.095,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,,
Female,29,7,manager or administrator,VIC,single,3.767,Q2,3.467,2.286,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,,
Female,47,6,sales,NSW,married,4.500,Q4,3.867,3.167,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,,
Male,55,8,professional,VIC,living with a partner,3.467,Q2,3.267,2.433,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,19,1,unemployed,SA,single,3.500,Q2,3.600,2.053,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Female,57,1,home-duties,SA,separated or divorced,4.700,Q4,4.000,4.143,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,,
Female,29,8,,ACT,married,3.933,Q3,3.067,2.960,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,,
Male,59,1,manager or administrator,VIC,married,3.667,Q2,3.733,2.733,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,,
Female,38,6,Clerical or service worker,NSW,single,3.800,Q2,3.800,3.889,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Male,51,7,manager or administrator,QLD,married,3.233,Q1,3.933,3.100,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,yes,,
Male,46,3,small business owner,QLD,married,3.867,Q3,3.333,4.750,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,,
Female,49,8,manager or administrator,WA,married,4.267,Q4,3.933,3.692,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,,
Male,56,7,sales,VIC,living with a partner,3.800,Q2,3.000,2.633,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,,
Female,56,6,Clerical or service worker,NSW,married,4.333,Q4,3.600,2.313,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,,
Male,41,6,manager or administrator,VIC,married,3.567,Q2,3.667,2.385,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,65,3,retired,VIC,separated or divorced,3.400,Q2,4.467,3.038,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,,
Male,42,3,small business owner,NSW,married,3.533,Q2,2.733,2.133,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,65,8,manager or administrator,NSW,married,4.567,Q4,4.333,3.433,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes,,
Female,37,8,professional,VIC,married,3.600,Q2,3.733,2.826,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,,
Male,20,6,unemployed,VIC,single,3.033,Q1,3.933,2.862,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,,
Female,39,8,professional,QLD,single,4.200,Q3,4.267,3.621,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,,
Male,37,3,professional,QLD,married,3.033,Q1,3.067,2.300,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Female,45,7,manager or administrator,QLD,married,4.300,Q4,4.067,2.133,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
Male,41,6,transport worker,QLD,married,4.100,Q3,4.400,2.821,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,,
Male,39,4,Clerical or service worker,VIC,single,3.800,Q2,4.133,3.538,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Female,21,7,manager or administrator,NSW,single,4.400,Q4,4.133,3.069,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,,
Female,43,1,manager or administrator,WA,living with a partner,4.800,Q4,3.067,4.467,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,24,3,Clerical or service worker,VIC,single,3.333,Q1,3.600,2.167,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,49,6,professional,QLD,living with a partner,3.800,Q2,3.933,3.167,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,,
Male,32,7,professional,VIC,married,3.633,Q2,3.067,3.179,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,36,6,tradesperson,VIC,married,3.933,Q3,3.133,3.188,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,,
Female,36,4,Clerical or service worker,QLD,married,4.300,Q4,4.467,3.632,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,,
Male,72,6,,QLD,married,4.600,Q4,4.267,4.360,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,,
Male,67,6,retired,Tas,married,3.400,Q2,2.800,2.955,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,,
Male,24,7,professional,VIC,single,4.000,Q3,3.067,3.833,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,,
Female,42,8,professional,QLD,married,3.967,Q3,4.067,3.667,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,,
Male,29,7,professional,VIC,living with a partner,3.500,Q2,3.867,3.188,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,,
Female,55,4,professional,QLD,married,3.767,Q2,3.067,2.800,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
Male,67,4,retired,VIC,married,4.433,Q4,3.133,3.133,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,,
Male,25,7,professional,VIC,single,3.867,Q3,3.667,2.158,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,42,8,manager or administrator,NSW,married,3.933,Q3,4.733,3.100,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,,
Male,41,7,professional,VIC,single,1.000,Q1,3.200,2.533,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,,
Female,29,8,transport worker,NSW,single,4.933,Q4,4.000,3.633,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,,
Male,28,4,labourer,Tas,single,3.367,Q1,3.467,2.467,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,,
Female,63,1,home-duties,VIC,married,4.233,Q4,4.067,3.448,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,,
Female,42,6,Clerical or service worker,NSW,living with a partner,3.433,Q2,2.667,2.600,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,47,6,manager or administrator,NSW,married,4.200,Q3,3.733,2.643,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Female,55,2,Clerical or service worker,NSW,separated or divorced,3.733,Q2,3.800,2.684,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,41,6,professional,NSW,living with a partner,3.967,Q3,3.667,3.192,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,,
Female,55,2,,NSW,separated or divorced,3.733,Q2,4.000,,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,,
Female,58,3,home-duties,VIC,married,3.733,Q2,3.933,3.778,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,
Female,55,,professional,NSW,married,3.733,Q2,3.067,4.133,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,29,6,manager or administrator,SA,living with a partner,4.733,Q4,4.600,3.759,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,,
Male,59,8,professional,NT,single,3.367,Q1,4.267,3.133,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Male,44,3,professional,WA,married,4.200,Q3,3.600,3.813,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,39,3,professional,QLD,living with a partner,3.867,Q3,4.933,3.222,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,,
Female,40,2,home-duties,QLD,separated or divorced,2.600,Q1,2.600,1.913,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Female,61,2,home-duties,NSW,married,4.333,Q4,3.600,4.444,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,,
Female,19,7,unemployed,WA,single,2.600,Q1,3.200,2.300,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,,
Male,28,7,professional,NSW,single,4.700,Q4,3.467,4.033,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,46,7,manager or administrator,NSW,living with a partner,4.400,Q4,3.467,2.500,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,,
Female,38,3,labourer,SA,married,4.900,Q4,4.000,3.833,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,44,2,tradesperson,NSW,married,4.000,Q3,3.667,3.700,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,,
Female,56,8,professional,NSW,separated or divorced,4.300,Q4,3.600,3.172,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,,
Male,37,8,small business owner,QLD,married,3.900,Q3,3.533,2.433,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,24,7,professional,WA,single,3.367,Q1,2.867,2.464,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,,
Male,27,8,professional,VIC,living with a partner,1.200,Q1,3.667,1.690,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,24,8,tradesperson,QLD,single,4.533,Q4,4.133,3.733,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,,
Male,68,6,retired,QLD,married,4.067,Q3,4.733,3.625,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,61,3,retired,VIC,married,4.300,Q4,3.000,1.789,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,,
Male,22,3,labourer,QLD,single,3.267,Q1,4.467,2.433,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
Female,55,1,small business owner,NSW,married,4.067,Q3,3.667,4.000,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,,
Female,62,1,Clerical or service worker,VIC,married,3.767,Q2,2.800,3.217,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,23,7,professional,QLD,married,4.133,Q3,3.467,3.000,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,,
Male,35,1,tradesperson,NSW,married,4.200,Q3,3.267,2.900,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
Female,65,1,retired,QLD,married,4.033,Q3,3.200,2.480,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,,
Female,44,4,manager or administrator,SA,separated or divorced,3.933,Q3,3.667,3.310,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,,
Male,56,8,small business owner,NSW,married,3.367,Q1,3.600,2.857,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,39,4,Clerical or service worker,QLD,married,4.400,Q4,3.067,4.091,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,,
Male,56,8,manager or administrator,QLD,separated or divorced,4.500,Q4,3.867,4.643,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,,
Female,37,6,home-duties,NSW,married,3.867,Q3,3.400,3.857,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,57,3,home-duties,WA,married,4.700,Q4,4.733,3.567,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,23,7,sales,QLD,single,3.067,Q1,3.467,2.600,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,53,2,sales,SA,married,3.867,Q3,3.867,2.786,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,35,7,professional,ACT,married,3.833,Q3,3.667,2.286,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,61,3,retired,NSW,married,2.900,Q1,3.667,2.950,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,,
Female,48,4,professional,QLD,married,4.467,Q4,4.333,2.833,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
Female,58,8,professional,VIC,married,4.233,Q4,3.267,3.333,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,,
Male,27,8,unemployed,NSW,single,3.467,Q2,2.933,2.741,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,,
Female,67,4,retired,VIC,married,4.233,Q4,4.267,3.138,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,,
Male,45,3,manager or administrator,NSW,married,5.000,Q4,2.867,4.700,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,,
Male,41,2,professional,NSW,married,3.733,Q2,3.067,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,41,2,labourer,QLD,married,2.467,Q1,3.133,2.091,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Female,61,4,Clerical or service worker,NSW,married,4.400,Q4,4.267,4.364,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,,
Female,63,1,home-duties,NSW,married,3.700,Q2,3.800,3.222,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,,
Female,43,4,Clerical or service worker,NSW,married,3.933,Q3,4.333,2.769,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,,
Female,67,2,,NSW,separated or divorced,3.667,Q2,3.467,2.300,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,55,2,manager or administrator,NSW,married,4.033,Q3,3.867,3.947,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,,
Male,23,7,manager or administrator,VIC,single,1.933,Q1,2.733,1.536,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,,
Female,42,7,professional,NSW,living with a partner,3.533,Q2,4.867,2.593,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,61,1,Clerical or service worker,QLD,widowed,3.600,Q2,3.200,2.100,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,,
Male,38,7,professional,SA,married,2.933,Q1,3.267,1.867,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
Male,24,7,sales,NSW,living with a partner,3.467,Q2,3.733,3.579,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,,
Male,51,7,professional,QLD,married,3.133,Q1,3.133,2.310,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,,
Female,38,7,Clerical or service worker,VIC,living with a partner,3.867,Q3,3.067,2.929,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,,
Male,37,8,professional,QLD,married,3.300,Q1,3.400,2.731,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,,
Female,24,4,unemployed,NSW,married,3.033,Q1,3.733,2.364,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,,
Female,46,1,home-duties,VIC,married,4.300,Q4,4.133,3.286,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,,
Male,27,6,labourer,QLD,married,4.100,Q3,3.600,2.654,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Female,35,1,small business owner,VIC,living with a partner,3.567,Q2,3.667,2.821,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,,
Male,50,6,tradesperson,NSW,married,2.933,Q1,2.933,1.880,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,37,6,home-duties,QLD,single,4.367,Q4,4.000,,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,36,7,Clerical or service worker,VIC,married,3.733,Q2,3.533,2.414,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Male,38,8,manager or administrator,NSW,living with a partner,3.667,Q2,4.667,2.640,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,,
Male,30,8,professional,NSW,married,2.667,Q1,3.800,2.407,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,,
Female,31,3,home-duties,QLD,married,4.400,Q4,3.200,3.750,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,,
Female,55,1,sales,WA,separated or divorced,3.867,Q3,4.000,2.433,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Male,46,3,manager or administrator,QLD,living with a partner,4.200,Q3,4.000,3.464,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,,
Female,22,7,professional,VIC,single,3.967,Q3,4.067,4.440,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,26,8,professional,NSW,single,3.433,Q2,3.800,2.556,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,,
Female,42,4,home-duties,NSW,separated or divorced,4.167,Q3,3.000,2.200,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,58,2,manager or administrator,NSW,single,3.133,Q1,4.267,1.938,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,24,7,manager or administrator,NSW,single,4.567,Q4,3.067,4.267,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
Female,63,1,home-duties,QLD,separated or divorced,2.933,Q1,3.200,2.636,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,42,1,tradesperson,VIC,married,4.000,Q3,3.400,2.808,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,,
Female,59,2,Clerical or service worker,NSW,separated or divorced,4.500,Q4,2.333,2.300,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,,
Male,45,6,manager or administrator,NSW,married,3.833,Q3,4.000,3.000,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Female,62,4,Clerical or service worker,NSW,married,3.133,Q1,3.533,2.500,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,26,6,manager or administrator,VIC,single,4.100,Q3,3.867,2.897,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,,
Female,24,8,,VIC,single,4.000,Q3,3.867,2.364,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,,
Female,58,8,manager or administrator,VIC,married,4.200,Q3,4.200,3.722,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,72,1,sales,ACT,widowed,3.033,Q1,2.867,3.667,no,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,,
Male,30,7,professional,VIC,married,3.367,Q1,2.867,1.967,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,,
Female,60,7,home-duties,SA,married,4.200,Q3,4.467,3.000,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no,,
Female,47,4,manager or administrator,NSW,married,4.500,Q4,3.667,3.667,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,,
Female,56,6,unemployed,QLD,widowed,3.533,Q2,2.800,4.250,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,,
Female,32,1,home-duties,SA,married,4.933,Q4,4.200,4.036,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,,
Female,29,7,professional,WA,separated or divorced,4.333,Q4,3.800,1.833,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,28,7,Clerical or service worker,NSW,married,4.233,Q4,4.200,3.333,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,,
Female,32,3,home-duties,QLD,married,4.100,Q3,3.333,3.875,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,
Male,40,2,manager or administrator,VIC,living with a partner,3.533,Q2,4.267,2.107,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,,
Female,23,7,unemployed,NSW,single,3.367,Q1,3.733,2.600,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,,
Male,57,7,manager or administrator,QLD,living with a partner,4.233,Q4,4.000,3.053,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,,
Female,37,6,Clerical or service worker,VIC,married,3.533,Q2,3.400,2.517,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,
Male,39,7,professional,NSW,married,5.000,Q4,3.333,3.379,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,57,7,small business owner,WA,married,4.233,Q4,3.600,2.250,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
Male,35,4,manager or administrator,SA,single,4.233,Q4,3.400,2.731,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,,
Male,70,3,retired,QLD,married,3.500,Q2,3.867,2.448,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,,
Male,21,6,sales,QLD,single,4.533,Q4,3.600,4.000,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,,
Female,30,7,sales,NSW,single,4.400,Q4,3.533,2.828,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Female,46,2,professional,NSW,married,4.500,Q4,3.667,4.529,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,,
Female,61,2,professional,QLD,separated or divorced,4.400,Q4,4.267,2.931,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,,
Female,35,6,manager or administrator,QLD,single,4.367,Q4,4.533,3.000,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Male,43,3,professional,QLD,married,3.300,Q1,3.800,2.333,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Female,57,2,retired,NSW,separated or divorced,3.967,Q3,3.533,2.917,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,25,8,professional,ACT,single,3.033,Q1,2.533,3.136,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,21,7,professional,VIC,single,3.600,Q2,3.467,2.615,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,,
Male,46,2,transport worker,QLD,single,4.033,Q3,4.400,3.345,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Male,59,8,professional,VIC,married,4.433,Q4,2.867,3.800,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,,
Female,56,,,QLD,married,4.500,Q4,4.000,3.067,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,,
Male,73,2,retired,WA,married,3.567,Q2,3.533,3.167,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,,
